text,class,cleaned_text,original_length,cleaned_length
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .",neutral,our customers come from the following countries uk usa spain france italy germany china sweden norway netherlands austria belgium switzerland czech republic serbia finland canada russia ukraine portugal denmark ireland south korea estonia and liechtenstein,60,35
"Particular attention is being paid to energy efficiency in the construction of the building , as it is designed to meet the requirements of energy class B , and LEED certification will be applied for .",neutral,particular attention is being paid to energy efficiency in the construction of the building as it is designed to meet the requirements of energy class and leed certification will be applied for,36,32
"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",neutral,paychex has more than 100 offices serving approximately 554000 payroll clients nationwide as of may 31 2009,19,17
Payment of shares shall be effected on subscription .,neutral,payment of shares shall be effected on subscription,9,8
"PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .",neutral,pcs digital guatemala has been using tecnomen prepaid system in telgua fixed networks as well as code division multiple access or cdma and global system for mobile communication or gsm since 2003,38,32
"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .",neutral,poyry is a global consulting and engineering firm focusing on the energy forest industry and infrastructure environment sectors,21,18
"POYRY PLC Additional information by : Heikki Malinen , President and CEO , Poyry PLC tel. +358 10 33 21307 Poyry is a global expert in consulting and engineering .",neutral,poyry plc additional information by heikki malinen president and ceo poyry plc tel 358 10 33 21307 poyry is a global expert in consulting and engineering,30,26
Price talk is in the Euribor plus 2 bps area and the sole lead is Citigroup .,neutral,price talk is in the euribor plus bps area and the sole lead is citigroup,17,15
Protalix has $ 42 million in cash and no sales .,neutral,protalix has 42 million in cash and no sales,11,9
Raute is listed on the Nordic exchange in Helsinki .,neutral,raute is listed on the nordic exchange in helsinki,10,9
Registration is required .,neutral,registration is required,4,3
Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,neutral,related links flexiblebaseloadoperation thewartsila32generating set gasconversions this is the shorter of two versions of this press release,19,17
"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",neutral,rosendal at outotec.com eila paatela vice president corporate communications tel 358 20 529 2004 358 400 817198 mail eila,23,19
Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .,neutral,runway visual range is a calculated assessment of the distance that a pilot can see down a runway,19,18
Saunalahti is a part of the Elisa group .,neutral,saunalahti is a part of the elisa group,9,8
"says Brian Burton , Head of IT Security , Vodafone UK .",neutral,says brian burton head of it security vodafone uk,12,9
Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .,neutral,solteq plc announcement 16.12.2010 share repurchase 16.12.2010 in the helsinki stock exchange solteq plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010,28,27
Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .,neutral,sponda plc annual general meeting decided on 23 march 2005 to establish a shareholders nomination committee to prepare proposals for the annual general meeting in 2006 on the composition of the board of directors and their remuneration,40,37
"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",neutral,ssh communications security corporation is headquartered in helsinki finland,11,9
"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",neutral,ssh communications security corporation is headquartered in helsinki finland,11,9
SSH Establishes New Global Sales and Marketing Group to be led by George Adams ; Adams Establishes Global Sales and Marketing Group to Drive Worldwide Programs Supporting SSH Tectia Enterprise Security Solutions,neutral,ssh establishes new global sales and marketing group to be led by george adams adams establishes global sales and marketing group to drive worldwide programs supporting ssh tectia enterprise security solutions,32,31
STUK today is a full service house expert in radiation and nuclear safety issues .,neutral,stuk today is a full service house expert in radiation and nuclear safety issues,15,14
"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",neutral,sullivan said some of the boards really involve a lot of work and people should get paid for their time,24,20
